PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
34582785,Single-nucleus transcriptome analysis reveals cell-type-specific molecular signatures across reward circuitry in the human brain,"Tran MN, Maynard KR, Spangler A, Huuki LA, Montgomery KD, Sadashivaiah V, Tippani M, Barry BK, Hancock DB, Hicks SC, Kleinman JE, Hyde TM, Collado-Torres L, Jaffe AE, Martinowich K.",Neuron. 2021 Oct 6;109(19):3088-3103.e5. doi: 10.1016/j.neuron.2021.09.001. Epub 2021 Sep 27.,Tran MN,Neuron,2021,2021-09-28,PMC8564763,NIHMS1738233,10.1016/j.neuron.2021.09.001
34561429,Cardiac radiotherapy induces electrical conduction reprogramming in the absence of transmural fibrosis,"Zhang DM, Navara R, Yin T, Szymanski J, Goldsztejn U, Kenkel C, Lang A, Mpoy C, Lipovsky CE, Qiao Y, Hicks S, Li G, Moore KMS, Bergom C, Rogers BE, Robinson CG, Cuculich PS, Schwarz JK, Rentschler SL.",Nat Commun. 2021 Sep 24;12(1):5558. doi: 10.1038/s41467-021-25730-0.,Zhang DM,Nat Commun,2021,2021-09-25,PMC8463558,,10.1038/s41467-021-25730-0
34559139,"Utility of ""reposition-flap"" in the reconstruction of the avulsed thumb","Pertea M, Ciobanu P, Velenciuc N, Poroch V, Filip A, Moraru DC, Lunca S, Veliceasa B.",Medicine (Baltimore). 2021 Sep 24;100(38):e27290. doi: 10.1097/MD.0000000000027290.,Pertea M,Medicine (Baltimore),2021,2021-09-24,PMC8462580,,10.1097/MD.0000000000027290
34553212,Genetic demultiplexing of pooled single-cell RNA-sequencing samples in cancer facilitates effective experimental design,"Weber LM, Hippen AA, Hickey PF, Berrett KC, Gertz J, Doherty JA, Greene CS, Hicks SC.",Gigascience. 2021 Sep 22;10(9):giab062. doi: 10.1093/gigascience/giab062.,Weber LM,Gigascience,2021,2021-09-23,PMC8458035,,10.1093/gigascience/giab062
34528508,Local adaptation and archaic introgression shape global diversity at human structural variant loci,"Yan SM, Sherman RM, Taylor DJ, Nair DR, Bortvin AN, Schatz MC, McCoy RC.",Elife. 2021 Sep 16;10:e67615. doi: 10.7554/eLife.67615.,Yan SM,Elife,2021,2021-09-16,PMC8492059,,10.7554/eLife.67615
34523947,Genetic Determinants of Intrinsic Antibiotic Tolerance in Mycobacterium avium,"Matern WM, Parker H, Danchik C, Hoover L, Bader JS, Karakousis PC.",Microbiol Spectr. 2021 Oct 31;9(2):e0024621. doi: 10.1128/Spectrum.00246-21. Epub 2021 Sep 15.,Matern WM,Microbiol Spectr,2021,2021-09-15,PMC8557931,,10.1128/Spectrum.00246-21
34343137,Somatic reversion impacts myelodysplastic syndromes and acute myeloid leukemia evolution in the short telomere disorders,"Schratz KE, Gaysinskaya V, Cosner ZL, DeBoy EA, Xiang Z, Kasch-Semenza L, Florea L, Shah PD, Armanios M.",J Clin Invest. 2021 Sep 15;131(18):e147598. doi: 10.1172/JCI147598.,Schratz KE,J Clin Invest,2021,2021-08-03,PMC8439599,,10.1172/JCI147598
34521442,"PRINCESS: comprehensive detection of haplotype resolved SNVs, SVs, and methylation","Mahmoud M, Doddapaneni H, Timp W, Sedlazeck FJ.",Genome Biol. 2021 Sep 14;22(1):268. doi: 10.1186/s13059-021-02486-w.,Mahmoud M,Genome Biol,2021,2021-09-15,PMC8442460,,10.1186/s13059-021-02486-w
34703976,"Digital Endpoints: Definition, Benefits, and Current Barriers in Accelerating Development and Adoption","Landers M, Dorsey R, Saria S.",Digit Biomark. 2021 Sep 13;5(3):216-223. doi: 10.1159/000517885. eCollection 2021 Sep-Dec.,Landers M,Digit Biomark,2021,2021-10-27,PMC8490914,,10.1159/000517885
34601446,Rapidly fatal infection with Bacillus cereus/thuringiensis: genome assembly of the responsible pathogen and consideration of possibly contributing toxins,"Butcher M, Puiu D, Romagnoli M, Carroll KC, Salzberg SL, Nauen DW.",Diagn Microbiol Infect Dis. 2021 Dec;101(4):115534. doi: 10.1016/j.diagmicrobio.2021.115534. Epub 2021 Sep 10.,Butcher M,Diagn Microbiol Infect Dis,2021,2021-10-03,PMC9716716,NIHMS1851326,10.1016/j.diagmicrobio.2021.115534
34568430,Detection of Alu Exonization Events in Human Frontal Cortex From RNA-Seq Data,"Florea L, Payer L, Antonescu C, Yang G, Burns K.",Front Mol Biosci. 2021 Sep 10;8:727537. doi: 10.3389/fmolb.2021.727537. eCollection 2021.,Florea L,Front Mol Biosci,2021,2021-09-27,PMC8460874,,10.3389/fmolb.2021.727537
34489425,Computational challenges and opportunities in spatially resolved transcriptomic data analysis,"Atta L, Fan J.",Nat Commun. 2021 Sep 6;12(1):5283. doi: 10.1038/s41467-021-25557-9.,Atta L,Nat Commun,2021,2021-09-07,PMC8421472,,10.1038/s41467-021-25557-9
34478631,Rewiring of human neurodevelopmental gene regulatory programs by human accelerated regions,"Girskis KM, Stergachis AB, DeGennaro EM, Doan RN, Qian X, Johnson MB, Wang PP, Sejourne GM, Nagy MA, Pollina EA, Sousa AMM, Shin T, Kenny CJ, Scotellaro JL, Debo BM, Gonzalez DM, Rento LM, Yeh RC, Song JHT, Beaudin M, Fan J, Kharchenko PV, Sestan N, Greenberg ME, Walsh CA.",Neuron. 2021 Oct 20;109(20):3239-3251.e7. doi: 10.1016/j.neuron.2021.08.005. Epub 2021 Sep 2.,Girskis KM,Neuron,2021,2021-09-03,PMC8542612,NIHMS1733868,10.1016/j.neuron.2021.08.005
34475573,Large-scale cis- and trans-eQTL analyses identify thousands of genetic loci and polygenic scores that regulate blood gene expression,"Võsa U, Claringbould A, Westra HJ, Bonder MJ, Deelen P, Zeng B, Kirsten H, Saha A, Kreuzhuber R, Yazar S, Brugge H, Oelen R, de Vries DH, van der Wijst MGP, Kasela S, Pervjakova N, Alves I, Favé MJ, Agbessi M, Christiansen MW, Jansen R, Seppälä I, Tong L, Teumer A, Schramm K, Hemani G, Verlouw J, Yaghootkar H, Sönmez Flitman R, Brown A, Kukushkina V, Kalnapenkis A, Rüeger S, Porcu E, Kronberg J, Kettunen J, Lee B, Zhang F, Qi T, Hernandez JA, Arindrarto W, Beutner F; BIOS Consortium; i2QTL Consortium; Dmitrieva J, Elansary M, Fairfax BP, Georges M, Heijmans BT, Hewitt AW, Kähönen M, Kim Y, Knight JC, Kovacs P, Krohn K, Li S, Loeffler M, Marigorta UM, Mei H, Momozawa Y, Müller-Nurasyid M, Nauck M, Nivard MG, Penninx BWJH, Pritchard JK, Raitakari OT, Rotzschke O, Slagboom EP, Stehouwer CDA, Stumvoll M, Sullivan P, 't Hoen PAC, Thiery J, Tönjes A, van Dongen J, van Iterson M, Veldink JH, Völker U, Warmerdam R, Wijmenga C, Swertz M, Andiappan A, Montgomery GW, Ripatti S, Perola M, Kutalik Z, Dermitzakis E, Bergmann S, Frayling T, van Meurs J, Prokisch H, Ahsan H, Pierce BL, Lehtimäki T, Boomsma DI, Psaty BM, Gharib SA, Awadalla P, Milani L, Ouwehand WH, et al.",Nat Genet. 2021 Sep;53(9):1300-1310. doi: 10.1038/s41588-021-00913-z. Epub 2021 Sep 2.,Võsa U,Nat Genet,2021,2021-09-03,PMC8432599,NIHMS1723987,10.1038/s41588-021-00913-z
34469647,Treatment of Relapsing HPV Diseases by Restored Function of Natural Killer Cells,"Lisco A, Hsu AP, Dimitrova D, Proctor DM, Mace EM, Ye P, Anderson MV, Hicks SN, Grivas C, Hammoud DA, Manion M, Starrett GJ, Farrel A, Dobbs K, Brownell I, Buck C, Notarangelo LD, Orange JS, Leonard WJ, Orestes MI, Peters AT, Kanakry JA, Segre JA, Kong HH, Sereti I.",N Engl J Med. 2021 Sep 2;385(10):921-929. doi: 10.1056/NEJMoa2102715.,Lisco A,N Engl J Med,2021,2021-09-01,PMC8590529,NIHMS1751180,10.1056/NEJMoa2102715
34465608,Proteins Associated with Risk of Kidney Function Decline in the General Population,"Grams ME, Surapaneni A, Chen J, Zhou L, Yu Z, Dutta D, Welling PA, Chatterjee N, Zhang J, Arking DE, Chen TK, Rebholz CM, Yu B, Schlosser P, Rhee EP, Ballantyne CM, Boerwinkle E, Lutsey PL, Mosley T, Feldman HI, Dubin RF, Ganz P, Lee H, Zheng Z, Coresh J.",J Am Soc Nephrol. 2021 Sep;32(9):2291-2302. doi: 10.1681/ASN.2020111607.,Grams ME,J Am Soc Nephrol,2021,2021-09-01,PMC8729856,,10.1681/ASN.2020111607
34463256,Leveraging the Mendelian disorders of the epigenetic machinery to systematically map functional epigenetic variation,"Luperchio TR, Boukas L, Zhang L, Pilarowski G, Jiang J, Kalinousky A, Hansen KD, Bjornsson HT.",Elife. 2021 Aug 31;10:e65884. doi: 10.7554/eLife.65884.,Luperchio TR,Elife,2021,2021-08-31,PMC8443249,,10.7554/eLife.65884
34446036,Global gene expression and chromatin accessibility of the peripheral nervous system in animal models of persistent pain,"Stephens KE, Zhou W, Renfro Z, Ji Z, Ji H, Guan Y, Taverna SD.",J Neuroinflammation. 2021 Aug 26;18(1):185. doi: 10.1186/s12974-021-02228-6.,Stephens KE,J Neuroinflammation,2021,2021-08-27,PMC8390277,,10.1186/s12974-021-02228-6
34428202,miQC: An adaptive probabilistic framework for quality control of single-cell RNA-sequencing data,"Hippen AA, Falco MM, Weber LM, Erkan EP, Zhang K, Doherty JA, Vähärautio A, Greene CS, Hicks SC.",PLoS Comput Biol. 2021 Aug 24;17(8):e1009290. doi: 10.1371/journal.pcbi.1009290. eCollection 2021 Aug.,Hippen AA,PLoS Comput Biol,2021,2021-08-24,PMC8415599,,10.1371/journal.pcbi.1009290
34417454,Detection and characterization of lung cancer using cell-free DNA fragmentomes,"Mathios D, Johansen JS, Cristiano S, Medina JE, Phallen J, Larsen KR, Bruhm DC, Niknafs N, Ferreira L, Adleff V, Chiao JY, Leal A, Noe M, White JR, Arun AS, Hruban C, Annapragada AV, Jensen SØ, Ørntoft MW, Madsen AH, Carvalho B, de Wit M, Carey J, Dracopoli NC, Maddala T, Fang KC, Hartman AR, Forde PM, Anagnostou V, Brahmer JR, Fijneman RJA, Nielsen HJ, Meijer GA, Andersen CL, Mellemgaard A, Bojesen SE, Scharpf RB, Velculescu VE.",Nat Commun. 2021 Aug 20;12(1):5060. doi: 10.1038/s41467-021-24994-w.,Mathios D,Nat Commun,2021,2021-08-21,PMC8379179,,10.1038/s41467-021-24994-w
34413468,"A prospective cohort study on the intersectionality of obesity, chronic disease, social factors, and incident risk of COVID-19 in US low-income minority middle-age mothers","Wang G, Foney DM, DiBari J, Hong X, Showell N, Kim KS, Ji H, Pearson C, Mirolli G, Rusk S, Sharfstein J, Cheng TL, Zuckerman B, Wang X.",Int J Obes (Lond). 2021 Dec;45(12):2577-2584. doi: 10.1038/s41366-021-00943-x. Epub 2021 Aug 19.,Wang G,Int J Obes (Lond),2021,2021-08-20,PMC8374030,,10.1038/s41366-021-00943-x
36212901,Identification of microbial agents in tissue specimens of ocular and periocular sarcoidosis using a metagenomics approach,"Shifera AS, Pockrandt C, Rincon N, Ge Y, Lu J, Varabyou A, Jedlicka AE, Sun K, Scott AL, Eberhart C, Thorne JE, Salzberg SL.",F1000Res. 2021 Aug 17;10:820. doi: 10.12688/f1000research.55090.1. eCollection 2021.,Shifera AS,F1000Res,2021,2022-10-10,PMC9515606,,10.12688/f1000research.55090.1
34398245,Distinct Cytokine and Chemokine Dysregulation in Hospitalized Children With Acute Coronavirus Disease 2019 and Multisystem Inflammatory Syndrome With Similar Levels of Nasopharyngeal Severe Acute Respiratory Syndrome Coronavirus 2 Shedding,"Peart Akindele N, Kouo T, Karaba AH, Gordon O, Fenstermacher KZJ, Beaudry J, Rubens JH, Atik CC, Zhou W, Ji H, Tao X, Vaidya D, Mostafa H, Caturegli P, Blair PW, Sauer L, Cox AL, Persaud D.",J Infect Dis. 2021 Aug 16;224(4):606-615. doi: 10.1093/infdis/jiab285.,Peart Akindele N,J Infect Dis,2021,2021-08-16,PMC8241418,,10.1093/infdis/jiab285
34378773,Development and optimization of an in vivo electrocardiogram recording method and analysis program for adult zebrafish,"Duong T, Rose R, Blazeski A, Fine N, Woods CE, Thole JF, Sotoodehnia N, Soliman EZ, Tung L, McCallion AS, Arking DE.",Dis Model Mech. 2021 Aug 1;14(8):dmm048827. doi: 10.1242/dmm.048827. Epub 2021 Aug 11.,Duong T,Dis Model Mech,2021,2021-08-11,PMC8380046,,10.1242/dmm.048827
34452423,Isolation and Characterisation of the Bundooravirus Genus and Phylogenetic Investigation of the Salasmaviridae Bacteriophages,"Stanton CR, Rice DTF, Beer M, Batinovic S, Petrovski S.",Viruses. 2021 Aug 6;13(8):1557. doi: 10.3390/v13081557.,Stanton CR,Viruses,2021,2021-08-28,PMC8402886,,10.3390/v13081557
34778889,Fast and memory-efficient scRNA-seq k-means clustering with various distances,"Baker DN, Dyjack N, Braverman V, Hicks SC, Langmead B.",ACM BCB. 2021 Aug;2021:24. doi: 10.1145/3459930.3469523.,Baker DN,ACM BCB,2021,2021-11-15,PMC8586878,NIHMS1750794,10.1145/3459930.3469523
34319147,Rare Coding Variants Associated With Electrocardiographic Intervals Identify Monogenic Arrhythmia Susceptibility Genes: A Multi-Ancestry Analysis,"Choi SH, Jurgens SJ, Haggerty CM, Hall AW, Halford JL, Morrill VN, Weng LC, Lagerman B, Mirshahi T, Pettinger M, Guo X, Lin HJ, Alonso A, Soliman EZ, Kornej J, Lin H, Moscati A, Nadkarni GN, Brody JA, Wiggins KL, Cade BE, Lee J, Austin-Tse C, Blackwell T, Chaffin MD, Lee CJ, Rehm HL, Roselli C; Regeneron Genetics Center; Redline S, Mitchell BD, Sotoodehnia N, Psaty BM, Heckbert SR, Loos RJF, Vasan RS, Benjamin EJ, Correa A, Boerwinkle E, Arking DE, Rotter JI, Rich SS, Whitsel EA, Perez M, Kooperberg C, Fornwalt BK, Lunetta KL, Ellinor PT, Lubitz SA; NHLBI Trans-Omics for Precision Medicine (TOPMed) Consortium.",Circ Genom Precis Med. 2021 Aug;14(4):e003300. doi: 10.1161/CIRCGEN.120.003300. Epub 2021 Jul 28.,Choi SH,Circ Genom Precis Med,2021,2021-07-28,PMC8373440,NIHMS1724682,10.1161/CIRCGEN.120.003300
34434278,Omega plate for the treatment of acetabular fractures involving the quadrilateral plate,"Veliceasa B, Filip A, Pertea M, Popescu D, Carp C, Alexa O.",Exp Ther Med. 2021 Oct;22(4):1064. doi: 10.3892/etm.2021.10498. Epub 2021 Jul 27.,Veliceasa B,Exp Ther Med,2021,2021-08-26,PMC8353621,,10.3892/etm.2021.10498
34294919,Coexpression network architecture reveals the brain-wide and multiregional basis of disease susceptibility,"Hartl CL, Ramaswami G, Pembroke WG, Muller S, Pintacuda G, Saha A, Parsana P, Battle A, Lage K, Geschwind DH.",Nat Neurosci. 2021 Sep;24(9):1313-1323. doi: 10.1038/s41593-021-00887-5. Epub 2021 Jul 22.,Hartl CL,Nat Neurosci,2021,2021-07-23,PMC10263365,NIHMS1832442,10.1038/s41593-021-00887-5
34290408,Transcriptional programs of neoantigen-specific TIL in anti-PD-1-treated lung cancers,"Caushi JX, Zhang J, Ji Z, Vaghasia A, Zhang B, Hsiue EH, Mog BJ, Hou W, Justesen S, Blosser R, Tam A, Anagnostou V, Cottrell TR, Guo H, Chan HY, Singh D, Thapa S, Dykema AG, Burman P, Choudhury B, Aparicio L, Cheung LS, Lanis M, Belcaid Z, El Asmar M, Illei PB, Wang R, Meyers J, Schuebel K, Gupta A, Skaist A, Wheelan S, Naidoo J, Marrone KA, Brock M, Ha J, Bush EL, Park BJ, Bott M, Jones DR, Reuss JE, Velculescu VE, Chaft JE, Kinzler KW, Zhou S, Vogelstein B, Taube JM, Hellmann MD, Brahmer JR, Merghoub T, Forde PM, Yegnasubramanian S, Ji H, Pardoll DM, Smith KN.",Nature. 2021 Aug;596(7870):126-132. doi: 10.1038/s41586-021-03752-4. Epub 2021 Jul 21.,Caushi JX,Nature,2021,2021-07-22,PMC8338555,,10.1038/s41586-021-03752-4
34285053,Sequence-based correction of barcode bias in massively parallel reporter assays,"Lee D, Kapoor A, Lee C, Mudgett M, Beer MA, Chakravarti A.",Genome Res. 2021 Sep;31(9):1638-1645. doi: 10.1101/gr.268599.120. Epub 2021 Jul 20.,Lee D,Genome Res,2021,2021-07-21,PMC8415370,,10.1101/gr.268599.120
33320174,Liftoff: accurate mapping of gene annotations,"Shumate A, Salzberg SL.",Bioinformatics. 2021 Jul 19;37(12):1639-1643. doi: 10.1093/bioinformatics/btaa1016.,Shumate A,Bioinformatics,2021,2020-12-15,PMC8289374,,10.1093/bioinformatics/btaa1016
34260843,The Clinician and Dataset Shift in Artificial Intelligence,"Finlayson SG, Subbaswamy A, Singh K, Bowers J, Kupke A, Zittrain J, Kohane IS, Saria S.",N Engl J Med. 2021 Jul 15;385(3):283-286. doi: 10.1056/NEJMc2104626.,Finlayson SG,N Engl J Med,2021,2021-07-14,PMC8665481,NIHMS1735227,10.1056/NEJMc2104626
33983397,Rapid detection of inter-clade recombination in SARS-CoV-2 with Bolotie,"Varabyou A, Pockrandt C, Salzberg SL, Pertea M.",Genetics. 2021 Jul 14;218(3):iyab074. doi: 10.1093/genetics/iyab074.,Varabyou A,Genetics,2021,2021-05-13,PMC8194586,,10.1093/genetics/iyab074
33890630,"Genome and transcriptome of a pathogenic yeast, Candida nivariensis","Fan Y, Gale AN, Bailey A, Barnes K, Colotti K, Mass M, Morina LB, Robertson B, Schwab R, Tselepidakis N, Timp W.",G3 (Bethesda). 2021 Jul 14;11(7):jkab137. doi: 10.1093/g3journal/jkab137.,Fan Y,G3 (Bethesda),2021,2021-04-23,PMC8496292,,10.1093/g3journal/jkab137
34282418,A statistical framework for differential pseudotime analysis with multiple single-cell RNA-seq samples,"Hou W, Ji Z, Chen Z, Wherry EJ, Hicks SC, Ji H.",bioRxiv [Preprint]. 2021 Jul 12:2021.07.10.451910. doi: 10.1101/2021.07.10.451910.,Hou W,bioRxiv,2021,2021-07-20,PMC8288148,,10.1101/2021.07.10.451910
34242216,Pleiotropy method reveals genetic overlap between orofacial clefts at multiple novel loci from GWAS of multi-ethnic trios,"Ray D, Venkataraghavan S, Zhang W, Leslie EJ, Hetmanski JB, Weinberg SM, Murray JC, Marazita ML, Ruczinski I, Taub MA, Beaty TH.",PLoS Genet. 2021 Jul 9;17(7):e1009584. doi: 10.1371/journal.pgen.1009584. eCollection 2021 Jul.,Ray D,PLoS Genet,2021,2021-07-09,PMC8270211,,10.1371/journal.pgen.1009584
34238014,Risk Prediction in Women With Congenital Long QT Syndrome,"Goldenberg I, Bos JM, Yoruk A, Chen AY, Lopes C, Huang DT, Kutyifa V, Younis A, Aktas MK, Z Rosero S, McNitt S, Sotoodehnia N, Kudenchuk PJ, Rea TD, Arking DE, Scott CG, Briske KA, Sorensen K, J Ackerman M, Zareba W.",J Am Heart Assoc. 2021 Jul 20;10(14):e021088. doi: 10.1161/JAHA.121.021088. Epub 2021 Jul 9.,Goldenberg I,J Am Heart Assoc,2021,2021-07-09,PMC8483453,,10.1161/JAHA.121.021088
34157124,Chemical and photochemical error rates in light-directed synthesis of complex DNA libraries,"Lietard J, Leger A, Erlich Y, Sadowski N, Timp W, Somoza MM.",Nucleic Acids Res. 2021 Jul 9;49(12):6687-6701. doi: 10.1093/nar/gkab505.,Lietard J,Nucleic Acids Res,2021,2021-06-22,PMC8266620,,10.1093/nar/gkab505
34230111,Evaluating T-cell cross-reactivity between tumors and immune-related adverse events with TCR sequencing: pitfalls in interpretations of functional relevance,"Cottrell T, Zhang J, Zhang B, Kaunitz GJ, Burman P, Chan HY, Verde F, Hooper JE, Hammers H, Allaf ME, Ji H, Taube J, Smith KN.",J Immunother Cancer. 2021 Jul;9(7):e002642. doi: 10.1136/jitc-2021-002642.,Cottrell T,J Immunother Cancer,2021,2021-07-07,PMC8261872,,10.1136/jitc-2021-002642
34184634,Large-scale phenotypic drug screen identifies neuroprotectants in zebrafish and mouse models of retinitis pigmentosa,"Zhang L, Chen C, Fu J, Lilley B, Berlinicke C, Hansen B, Ding D, Wang G, Wang T, Shou D, Ye Y, Mulligan T, Emmerich K, Saxena MT, Hall KR, Sharrock AV, Brandon C, Park H, Kam TI, Dawson VL, Dawson TM, Shim JS, Hanes J, Ji H, Liu JO, Qian J, Ackerley DF, Rohrer B, Zack DJ, Mumm JS.",Elife. 2021 Jun 29;10:e57245. doi: 10.7554/eLife.57245.,Zhang L,Elife,2021,2021-06-29,PMC8425951,,10.7554/eLife.57245
34162536,"The American lobster genome reveals insights on longevity, neural, and immune adaptations","Polinski JM, Zimin AV, Clark KF, Kohn AB, Sadowski N, Timp W, Ptitsyn A, Khanna P, Romanova DY, Williams P, Greenwood SJ, Moroz LL, Walt DR, Bodnar AG.",Sci Adv. 2021 Jun 23;7(26):eabe8290. doi: 10.1126/sciadv.abe8290. Print 2021 Jun.,Polinski JM,Sci Adv,2021,2021-06-24,PMC8221624,,10.1126/sciadv.abe8290
34003798,Protein synthesis inhibitor omacetaxine is effective against hepatocellular carcinoma,"Li L, Halpert G, Lerner MG, Hu H, Dimitrion P, Weiss MJ, He J, Philosophe B, Burkhart R, Burns WR, Wesson RN, MacGregor Cameron A, Wolfgang CL, Georgiades C, Kawamoto S, Azad NS, Yarchoan M, Meltzer SJ, Oshima K, Ensign LM, Bader JS, Selaru FM.",JCI Insight. 2021 Jun 22;6(12):e138197. doi: 10.1172/jci.insight.138197.,Li L,JCI Insight,2021,2021-05-18,PMC8262474,,10.1172/jci.insight.138197
34131117,Genome sequencing unveils a regulatory landscape of platelet reactivity,"Keramati AR, Chen MH, Rodriguez BAT, Yanek LR, Bhan A, Gaynor BJ, Ryan K, Brody JA, Zhong X, Wei Q; NHLBI Trans-Omics for Precision (TOPMed) Consortium; Kammers K, Kanchan K, Iyer K, Kowalski MH, Pitsillides AN, Cupples LA, Li B, Schlaeger TM, Shuldiner AR, O'Connell JR, Ruczinski I, Mitchell BD, Faraday N, Taub MA, Becker LC, Lewis JP, Mathias RA, Johnson AD.",Nat Commun. 2021 Jun 15;12(1):3626. doi: 10.1038/s41467-021-23470-9.,Keramati AR,Nat Commun,2021,2021-06-16,PMC8206369,,10.1038/s41467-021-23470-9
33119750,A Multiancestry Sex-Stratified Genome-Wide Association Study of Spontaneous Clearance of Hepatitis C Virus,"Vergara C, Valencia A, Thio CL, Goedert JJ, Mangia A, Piazzolla V, Johnson E, Kral AH, O'Brien TR, Mehta SH, Kirk GD, Kim AY, Lauer GM, Chung RT, Cox AL, Peters MG, Khakoo SI, Alric L, Cramp ME, Donfield SM, Edlin BR, Busch MP, Alexander G, Rosen HR, Murphy EL, Wojcik GL, Taub MA, Thomas DL, Duggal P.",J Infect Dis. 2021 Jun 15;223(12):2090-2098. doi: 10.1093/infdis/jiaa677.,Vergara C,J Infect Dis,2021,2020-10-29,PMC8205624,,10.1093/infdis/jiaa677
34744216,"Discussion of ""Exponential-family Embedding with Application to Cell Developmental Trajectories for Single-cell RNA-seq Data""","Ji Z, Ji H.",J Am Stat Assoc. 2021;116(534):471-474. doi: 10.1080/01621459.2021.1880920. Epub 2021 Jun 8.,Ji Z,J Am Stat Assoc,2021,2021-11-08,PMC8570643,NIHMS1733548,10.1080/01621459.2021.1880920
34195571,Pan-genomic matching statistics for targeted nanopore sequencing,"Ahmed O, Rossi M, Kovaka S, Schatz MC, Gagie T, Boucher C, Langmead B.",iScience. 2021 Jun 8;24(6):102696. doi: 10.1016/j.isci.2021.102696. eCollection 2021 Jun 25.,Ahmed O,iScience,2021,2021-07-01,PMC8237286,,10.1016/j.isci.2021.102696
